zip,city,state,lat,lon,pop,sqmi,denspersqmi,med_income,avg_income,subways
20707,Laurel,MD,39.099155,-76.879864,31538,11.153,2827.759347,75802,87410,5
20708,Laurel,MD,39.057389,-76.825834,25546,13.978,1827.586207,67149,80867,1
20710,Bladensburg,MD,38.942368,-76.92591,9313,1.1,8466.363636,46938,55059,0
20711,Lothian,MD,38.801059,-76.645107,6643,33.997,195.3995941,77686,98413,1
20712,Mount Rainier,MD,38.942361,-76.964578,9031,0.731,12354.30917,51230,63169,0
20714,North Beach,MD,38.724359,-76.557178,4345,2.331,1864.006864,80952,91422,0
20715,Bowie,MD,38.989393,-76.741331,26382,14.534,1815.191964,103051,111634,2
20716,Bowie,MD,38.926428,-76.715028,20787,11.54,1801.299827,94743,105526,3
20720,Bowie,MD,38.98278,-76.785824,21031,11.167,1883.316916,107766,121474,2
20721,Bowie,MD,38.915222,-76.785129,27016,16.695,1618.209045,121091,132466,1
20722,Brentwood,MD,38.934557,-76.950596,5711,1.471,3882.39293,52329,57965,1
20723,Laurel,MD,39.137569,-76.867942,28972,13.134,2205.877874,100084,115565,2
20724,Laurel,MD,39.101075,-76.804005,16093,8.016,2007.60978,34606,39409,1
20732,Chesapeake Beach,MD,38.65514,-76.542571,9919,10.187,973.6919603,83556,97184,1
20733,Churchton,MD,38.805653,-76.532229,2672,3.286,813.1466829,90847,104912,0
20735,Clinton,MD,38.750917,-76.902669,35421,25.924,1366.340071,95944,105398,2
20736,Owings,MD,38.689075,-76.627765,8904,25.542,348.6023021,108578,116487,0
20737,Riverdale,MD,38.964265,-76.913538,20684,4.14,4996.135266,59766,72088,0
20740,College Park,MD,39.002745,-76.931721,28780,7.998,3598.3996,65607,77467,2
20742,College Park,MD,38.989619,-76.945695,7808,0.74,10551.35135,18441,35195,2
20743,Capitol Heights,MD,38.88423,-76.893317,38621,9.729,3969.678281,57609,65757,4
20744,Fort Washington,MD,38.758348,-76.983786,50722,26.337,1925.883738,90530,101141,1
20745,Oxon Hill,MD,38.806935,-76.995672,28451,6.465,4400.773395,60379,69593,5
20746,Suitland,MD,38.836403,-76.918265,28838,7.875,3661.968254,61208,67887,2
20747,District Heights,MD,38.854996,-76.883307,40054,7.645,5239.241334,58507,66777,2
20748,Temple Hills,MD,38.814868,-76.933447,38792,9.08,4272.246696,65507,74656,5
20751,Deale,MD,38.794437,-76.561199,2343,5.072,461.9479495,90436,104471,1
20754,Dunkirk,MD,38.730593,-76.647249,6951,16.866,412.1309143,56519,65325,1
20755,Fort George G Meade,MD,39.107783,-76.747196,9302,8.33,1116.686675,64412,72562,3
20758,Friendship,MD,38.733371,-76.593148,721,4.029,178.9525937,84563,105055,0
20759,Fulton,MD,39.153977,-76.931172,3355,6.342,529.0129297,160076,191509,0
20762,Andrews Air Force Base,MD,38.809803,-76.869158,2973,5.892,504.5824847,52382,66015,2
20763,Savage,MD,39.13526,-76.820437,2664,1.414,1884.016973,85536,103659,0
20764,Shady Side,MD,38.82409,-76.506297,4176,4.083,1022.77737,84099,103710,0
20765,Galesville,MD,38.841934,-76.544044,514,0.466,1103.004292,120987,148896,0
20769,Glenn Dale,MD,38.996698,-76.818647,6604,7.685,859.3363696,109854,124683,1
20770,Greenbelt,MD,39.002985,-76.879165,25173,8.217,3063.526835,67747,74936,2
20772,Upper Marlboro,MD,38.780274,-76.76699,42625,71.564,595.6207031,103189,109534,4
20774,Upper Marlboro,MD,38.874532,-76.774182,43013,34.723,1238.746652,94962,103417,3
20776,Harwood,MD,38.872325,-76.572429,3289,22.55,145.8536585,116850,151072,1
20777,Highland,MD,39.174938,-76.969085,3314,7.556,438.5918475,160589,189412,1
20778,West River,MD,38.828682,-76.572609,2009,7.855,255.760662,90765,111875,0
20779,Tracys Landing,MD,38.7636,-76.573388,1182,6.491,182.0982899,84563,105055,0
20781,Hyattsville,MD,38.95286,-76.94629,11440,2.437,4694.296266,63635,72612,1
20782,Hyattsville,MD,38.965751,-76.966463,30560,4.242,7204.148986,59089,72548,1
20783,Hyattsville,MD,38.997067,-76.966783,44487,5.629,7903.179961,57414,67250,0
20784,Hyattsville,MD,38.950549,-76.89172,29449,4.257,6917.782476,58582,66689,3
20785,Hyattsville,MD,38.918291,-76.881948,35052,9.866,3552.807622,60857,69650,4
20794,Jessup,MD,39.151475,-76.794703,14098,10.214,1380.262385,67441,75580,1
20812,Glen Echo,MD,38.967041,-77.143881,255,0.192,1328.125,179022,239014,0
20814,Bethesda,MD,39.004989,-77.10149,27642,5.092,5428.515318,131960,172924,2
20815,Chevy Chase,MD,38.983386,-77.079346,29082,5.43,5355.801105,144652,215096,0
20816,Bethesda,MD,38.95695,-77.120006,16208,3.486,4649.454963,166729,228574,1
20817,Bethesda,MD,38.997272,-77.151816,36240,13.889,2609.259126,166977,225312,1
20818,Cabin John,MD,38.973445,-77.162497,1962,1.02,1923.529412,179022,239014,0
20832,Olney,MD,39.150347,-77.07824,24965,10.066,2480.131135,113626,131223,1
20833,Brookeville,MD,39.207175,-77.05467,7735,19.567,395.3084275,147100,166429,0
20837,Poolesville,MD,39.116506,-77.407115,5789,42.384,136.5845602,105481,119249,1
20838,Barnesville,MD,39.218101,-77.390831,259,2.702,95.85492228,149779,197953,0
20839,Beallsville,MD,39.188307,-77.434971,214,4.9,43.67346939,123439,151156,0
20841,Boyds,MD,39.191853,-77.327521,10460,25.988,402.4934585,130883,148140,0
20842,Dickerson,MD,39.199879,-77.415267,1824,52.471,34.76205904,131714,166714,0
20850,Rockville,MD,39.091338,-77.182294,46340,14.086,3289.791282,105204,126330,4
20851,Rockville,MD,39.079082,-77.121858,14191,2.373,5980.193847,79815,95748,0
20852,Rockville,MD,39.051991,-77.121931,40365,8.309,4857.985317,95287,111575,4
20853,Rockville,MD,39.101713,-77.094562,29673,9.035,3284.228002,101308,116846,1
20854,Potomac,MD,39.032772,-77.22083,49611,33.761,1469.476615,185451,256849,1
20855,Derwood,MD,39.133184,-77.134383,14295,13.109,1090.472195,113501,137112,2
20860,Sandy Spring,MD,39.142366,-77.025412,2396,3.805,629.6977661,120261,152255,0
20861,Ashton,MD,39.149774,-76.998236,1875,3.84,488.28125,114083,146429,0
20862,Brinklow,MD,39.18123,-77.018806,343,1.17,293.1623932,179280,196979,0
20866,Burtonsville,MD,39.109275,-76.933973,13344,7.069,1887.678597,90044,103747,1
20868,Spencerville,MD,39.126395,-76.969321,790,2.006,393.8185444,130281,155461,0
20871,Clarksburg,MD,39.261341,-77.282547,13130,20.536,639.3650175,125480,142362,2
20872,Damascus,MD,39.294465,-77.216125,13104,20.859,628.2180354,107482,119375,1
20874,Germantown,MD,39.133056,-77.301828,57367,21.211,2704.587242,88309,95675,5
20876,Germantown,MD,39.208384,-77.237152,25496,11.672,2184.372858,93751,105013,1
20877,Gaithersburg,MD,39.140749,-77.19206,34321,5.756,5962.647672,68961,82013,3
20878,Gaithersburg,MD,39.112821,-77.250504,62446,21.858,2856.894501,117975,136393,3
20879,Gaithersburg,MD,39.168416,-77.171506,24360,7.672,3175.182482,89163,98602,1
20880,Washington Grove,MD,39.139726,-77.173557,450,0.238,1890.756303,94861,108532,0
20882,Gaithersburg,MD,39.237721,-77.156789,14063,38.605,364.2792384,93706,104556,0
20886,Montgomery Village,MD,39.188551,-77.205091,33282,4.701,7079.770262,83971,97899,2
20895,Kensington,MD,39.02704,-77.077609,19054,4.068,4683.87414,110787,133435,1
20896,Garrett Park,MD,39.035382,-77.092454,906,0.247,3668.016194,114635,137835,0
20899,Gaithersburg,MD,39.143737,-77.216132,142,0.078,1820.512821,55720,68726,0
20901,Silver Spring,MD,39.021495,-77.009779,34832,5.385,6468.337976,87899,103543,1
20902,Silver Spring,MD,39.045249,-77.039264,48841,7.579,6444.253859,71631,92809,2
20903,Silver Spring,MD,39.021433,-76.980774,23625,3.602,6558.856191,58165,70832,0
20904,Silver Spring,MD,39.066616,-76.980935,54612,13.693,3988.315198,79207,95974,3
20905,Silver Spring,MD,39.109705,-76.988329,18044,12.849,1404.31162,119331,143941,1
20906,Silver Spring,MD,39.087321,-77.057159,64696,12.085,5353.413322,70894,84996,4
20910,Silver Spring,MD,39.002837,-77.036701,37445,4.552,8226.054482,79329,102079,2
20912,Takoma Park,MD,38.981606,-77.001161,24807,2.674,9277.112939,63830,83894,1
21001,Aberdeen,MD,39.503056,-76.202096,21487,29.883,719.0375799,53979,66169,1
21005,Aberdeen Proving Ground,MD,39.488112,-76.14452,2112,7.969,265.0269795,45822,56715,2
21009,Abingdon,MD,39.466882,-76.29523,29766,11.342,2624.404867,81691,89764,1
21010,Gunpowder,MD,39.390932,-76.292629,104,5.136,20.24922118,45822,56715,1
21012,Arnold,MD,39.046525,-76.495552,21317,9.761,2183.895093,100952,120115,2
21013,Baldwin,MD,39.511495,-76.490799,4653,15.111,307.9213818,109539,129357,0
21014,Bel Air,MD,39.536084,-76.352184,36047,14.085,2559.247426,85553,97478,2
21015,Bel Air,MD,39.544176,-76.292469,27763,30.931,897.5784811,88868,103800,1
21017,Belcamp,MD,39.474767,-76.23442,7062,2.748,2569.868996,79631,86831,1
21028,Churchville,MD,39.565965,-76.249527,3460,13.595,254.5053328,101293,108821,0
21029,Clarksville,MD,39.213616,-76.959448,11333,15.948,710.6220216,168030,195513,1
21030,Cockeysville,MD,39.492412,-76.674443,24355,23.778,1024.266128,67353,87379,4
21031,Hunt Valley,MD,39.487208,-76.65801,4,0.971,4.11946447,83799,109564,0
21032,Crownsville,MD,39.028343,-76.604145,8848,17.641,501.5588685,100844,134857,1
21034,Darlington,MD,39.640713,-76.223031,3387,25.136,134.7469764,70890,79668,0
21035,Davidsonville,MD,38.9383,-76.626588,7815,28.359,275.5738919,114412,149266,0
21036,Dayton,MD,39.234644,-77.006738,2114,6.294,335.8754369,186125,218529,0
21037,Edgewater,MD,38.919253,-76.543492,20618,17.262,1194.415479,87982,112334,2
21040,Edgewood,MD,39.436496,-76.289965,24420,7.967,3065.143718,57319,64126,2
21042,Ellicott City,MD,39.277181,-76.894602,38076,37.488,1015.685019,132698,149396,3
21043,Ellicott City,MD,39.255836,-76.801491,42246,16.995,2485.789938,100293,116840,2
21044,Columbia,MD,39.205869,-76.87911,41704,11.998,3475.912652,97778,117002,2
21045,Columbia,MD,39.206042,-76.828234,38288,9.706,3944.776427,92117,101037,4
21046,Columbia,MD,39.173116,-76.842028,15080,7.794,1934.821658,97826,116593,1
21047,Fallston,MD,39.521385,-76.438784,11873,23.524,504.7185853,97282,115703,1
21048,Finksburg,MD,39.488125,-76.915075,10650,27.055,393.6425799,87036,104537,2
21050,Forest Hill,MD,39.585343,-76.392164,18202,28.41,640.6898979,91241,107886,1
21051,Fork,MD,39.472691,-76.455841,279,0.398,701.0050251,110833,117567,0
21052,Fort Howard,MD,39.205576,-76.447067,303,0.075,4040,68102,73834,0
21053,Freeland,MD,39.696782,-76.714679,3305,22.444,147.2553912,100622,124745,0
21054,Gambrills,MD,39.040252,-76.685822,10127,17.826,568.1027712,105779,123320,2
21056,Gibson Island,MD,39.072941,-76.428558,267,1.376,194.0406977,101467,129197,0
21057,Glen Arm,MD,39.448749,-76.512474,4112,16.804,244.703642,85965,115988,0
21060,Glen Burnie,MD,39.166542,-76.582924,29223,12.518,2334.478351,59495,66274,0
21061,Glen Burnie,MD,39.161942,-76.629444,53684,12.14,4422.075783,62408,71345,8
21071,Glyndon,MD,39.481657,-76.810955,497,0.992,501.0080645,109409,138838,1
21074,Hampstead,MD,39.621612,-76.839847,15084,37.464,402.6265215,80387,90883,2
21075,Elkridge,MD,39.204096,-76.74936,26344,14.511,1815.450348,88704,102196,2
21076,Hanover,MD,39.168512,-76.716355,12952,12.603,1027.691819,93840,108138,5
21077,Harmans,MD,39.156134,-76.697686,224,0.658,340.4255319,101901,114644,0
21078,Havre De Grace,MD,39.559229,-76.141248,17603,30.175,583.3637117,67821,78491,1
21082,Hydes,MD,39.478136,-76.473523,654,4.45,146.9662921,109228,117274,0
21084,Jarrettsville,MD,39.613561,-76.466441,7652,24.524,312.0208775,96559,115929,1
21085,Joppa,MD,39.445883,-76.357007,16171,17.92,902.3995536,71516,79970,0
21087,Kingsville,MD,39.449314,-76.41324,5451,14.009,389.1070026,84036,112297,0
21090,Linthicum Heights,MD,39.208481,-76.672517,9784,6.589,1484.899074,76494,87661,2
21093,Lutherville Timonium,MD,39.43914,-76.64095,36465,20.213,1804.037006,88854,121023,2
21102,Manchester,MD,39.682834,-76.850538,11751,40.469,290.370407,83560,96829,0
21104,Marriottsville,MD,39.346904,-76.912757,4601,16.982,270.93393,113219,125343,0
21105,Maryland Line,MD,39.713946,-76.651281,65,0.117,555.5555556,83878,98155,0
21108,Millersville,MD,39.090315,-76.621257,17964,13.069,1374.550463,102811,126454,1
21111,Monkton,MD,39.575537,-76.589692,4903,35.068,139.8140755,115030,150945,0
21113,Odenton,MD,39.053565,-76.716578,30469,14.422,2112.67508,88403,98278,2
21114,Crofton,MD,39.009641,-76.68422,25225,5.568,4530.352011,107138,114101,1
21117,Owings Mills,MD,39.427563,-76.777976,53778,32.521,1653.639187,82242,104184,5
21120,Parkton,MD,39.646204,-76.674854,6967,42.346,164.525575,91063,111430,1
21122,Pasadena,MD,39.120838,-76.494821,60576,31.274,1936.944427,88237,100275,4
21128,Perry Hall,MD,39.409428,-76.44746,12802,6.682,1915.893445,85246,97434,1
21130,Perryman,MD,39.477321,-76.194181,187,0.757,247.0277411,59150,73069,0
21131,Phoenix,MD,39.503655,-76.58987,7253,22.226,326.329524,126747,177742,0
21132,Pylesville,MD,39.694699,-76.440405,2634,21.204,124.2218449,86068,101789,0
21133,Randallstown,MD,39.373505,-76.815284,29998,10.135,2959.842131,71479,82834,3
21136,Reisterstown,MD,39.483784,-76.794208,33781,55.989,603.3506582,82649,102515,1
21140,Riva,MD,38.949202,-76.582524,3457,1.352,2556.952663,112249,137278,0
21144,Severn,MD,39.120914,-76.677313,31884,16.022,1990.013731,92178,103085,2
21146,Severna Park,MD,39.079136,-76.558699,26705,10.232,2609.949179,108054,132873,2
21152,Sparks Glencoe,MD,39.541052,-76.679892,5544,22.884,242.2653382,93530,124367,0
21153,Stevenson,MD,39.418247,-76.70087,323,1.963,164.5440652,158305,227291,0
21154,Street,MD,39.657449,-76.360475,6464,40.36,160.1585728,77428,93492,0
21155,Upperco,MD,39.573619,-76.806079,2371,21.88,108.3638026,88775,114362,0
21156,Upper Falls,MD,39.437208,-76.396486,358,1.442,248.2662968,80455,103687,0
21157,Westminster,MD,39.548569,-76.983558,36920,76.644,481.7076353,73004,85231,4
21158,Westminster,MD,39.653737,-77.035092,20234,74.458,271.7505171,76216,86530,1
21160,Whiteford,MD,39.700248,-76.306544,2408,16.537,145.6128681,74673,95145,1
21161,White Hall,MD,39.659903,-76.56506,5490,48.408,113.4110064,93566,109341,0
21162,White Marsh,MD,39.390116,-76.405582,3655,7.46,489.9463807,81454,94379,0
21163,Woodstock,MD,39.337527,-76.848247,7026,12.623,556.6030262,103699,116349,1
21201,Baltimore,MD,39.294832,-76.622229,16972,1.291,13146.39814,28937,43561,6
21202,Baltimore,MD,39.296526,-76.607016,22832,1.585,14405.04732,15615,22798,5
21204,Towson,MD,39.402268,-76.632295,20253,6.028,3359.820836,75885,105175,5
21205,Baltimore,MD,39.30229,-76.564482,16146,2.05,7876.097561,29050,36626,2
21206,Baltimore,MD,39.338428,-76.538877,50846,7.175,7086.550523,42818,51011,3
21207,Gwynn Oak,MD,39.324167,-76.719484,48133,10.311,4668.121424,50404,58537,3
21208,Pikesville,MD,39.381174,-76.721002,33917,12.321,2752.779807,73349,96511,2
21209,Baltimore,MD,39.373191,-76.670003,26465,7.088,3733.775395,75583,96760,1
21210,Baltimore,MD,39.359156,-76.632685,14292,3.312,4315.217391,88717,134402,1
21211,Baltimore,MD,39.329817,-76.639408,17351,2.787,6225.690707,48519,64091,2
21212,Baltimore,MD,39.368561,-76.614898,32322,4.65,6950.967742,72503,96412,2
21213,Baltimore,MD,39.315031,-76.577429,32733,3.412,9593.493552,34289,41014,1
21214,Baltimore,MD,39.351793,-76.5644,20564,2.854,7205.325858,57139,65405,0
21215,Baltimore,MD,39.345241,-76.683566,60161,6.813,8830.32438,36969,46318,6
21216,Baltimore,MD,39.310595,-76.671717,32071,3.334,9619.376125,33091,42839,1
21217,Baltimore,MD,39.308473,-76.639154,37111,2.315,16030.66955,25169,38894,2
21218,Baltimore,MD,39.330107,-76.601451,49796,4.182,11907.22143,41265,55981,5
21219,Sparrows Point,MD,39.227459,-76.443305,9379,8.207,1142.804923,59541,68960,1
21220,Middle River,MD,39.34728,-76.39008,39199,21.553,1818.725931,58867,69430,2
21221,Essex,MD,39.289205,-76.43477,42154,14.766,2854.801571,53030,60778,2
21222,Dundalk,MD,39.26484,-76.492566,55786,10.962,5089.034848,47826,55792,4
21223,Baltimore,MD,39.28283,-76.654,26366,2.632,10017.4772,28463,36441,3
21224,Baltimore,MD,39.27486,-76.542833,49134,9.474,5186.193794,50285,60908,6
21225,Brooklyn,MD,39.226117,-76.615735,33545,6.464,5189.511139,38485,45059,1
21226,Curtis Bay,MD,39.208888,-76.562926,7561,9.93,761.4300101,60416,65912,1
21227,Halethorpe,MD,39.23997,-76.67945,33534,11.527,2909.169775,52493,60511,3
21228,Catonsville,MD,39.272857,-76.747741,47577,15.5,3069.483871,71560,85174,5
21229,Baltimore,MD,39.284242,-76.691404,45213,5.88,7689.285714,41621,52125,4
21230,Baltimore,MD,39.26613,-76.623803,33568,6.304,5324.873096,59579,74045,5
21231,Baltimore,MD,39.2872,-76.591953,15748,0.871,18080.36739,49767,69838,1
21234,Parkville,MD,39.393417,-76.534228,69752,12.986,5371.322963,59055,68398,5
21236,Nottingham,MD,39.388421,-76.48355,38474,8.562,4493.576267,69682,79034,4
21237,Rosedale,MD,39.341939,-76.495443,30059,11.506,2612.463063,62955,75437,5
21239,Baltimore,MD,39.367099,-76.589171,28793,3.235,8900.463679,50941,58773,2
21240,Baltimore,MD,39.17428,-76.671514,0,4.847,0,#N/A,#N/A,1
21244,Windsor Mill,MD,39.334931,-76.776589,34611,13.418,2579.445521,59228,65458,4
21250,Baltimore,MD,39.255611,-76.711179,3205,0.245,13081.63265,11964,17363,0
21251,Baltimore,MD,39.344707,-76.581242,934,0.178,5247.191011,#N/A,#N/A,1
21252,Towson,MD,39.393786,-76.607803,2872,0.144,19944.44444,11091,14019,0
21286,Towson,MD,39.411836,-76.573235,19206,8.521,2253.960803,74787,93855,2
21401,Annapolis,MD,38.98775,-76.5528,36012,19.736,1824.685853,83902,114638,4
21402,Annapolis,MD,38.986683,-76.472905,5217,1.937,2693.340217,102894,118063,1
21403,Annapolis,MD,38.942123,-76.489628,30269,9.089,3330.289361,85588,105960,1
21405,Annapolis,MD,39.02751,-76.556716,544,0.991,548.9404642,142250,188780,0
21409,Annapolis,MD,39.018435,-76.442533,20064,13.995,1433.654877,103630,121592,1
21502,Cumberland,MD,39.643695,-78.755141,44400,89.597,495.5523064,39161,51985,7
21520,Accident,MD,39.624742,-79.30148,2074,61.209,33.88390596,46327,59044,0
21521,Barton,MD,39.551371,-79.041477,1265,23.205,54.51411334,36701,50026,0
21522,Bittinger,MD,39.610243,-79.227753,141,2.581,54.62998838,49474,63906,0
21523,Bloomington,MD,39.481331,-79.07851,286,0.706,405.0991501,41892,51734,0
21524,Corriganville,MD,39.707625,-78.801406,626,3.459,180.977161,52604,55583,0
21529,Ellerslie,MD,39.703942,-78.767171,631,3.623,174.1650566,52604,55583,0
21530,Flintstone,MD,39.67964,-78.546122,1591,56.426,28.1962216,#N/A,#N/A,0
21531,Friendsville,MD,39.643087,-79.428015,2227,61.788,36.04259727,44464,55198,0
21532,Frostburg,MD,39.649077,-78.984732,15620,77.82,200.7196094,40298,54274,2
21536,Grantsville,MD,39.65696,-79.165566,4121,99.533,41.40335366,50259,64001,2
21538,Kitzmiller,MD,39.409932,-79.22429,716,17.873,40.06042634,41892,51734,0
21539,Lonaconing,MD,39.560372,-78.949676,2819,34.685,81.27432608,38721,51700,0
21540,Luke,MD,39.478153,-79.062454,65,0.27,240.7407407,36649,46868,0
21541,Mc Henry,MD,39.542071,-79.380229,1546,26.315,58.74976249,50908,70684,0
21542,Midland,MD,39.596095,-78.949987,483,0.686,704.0816327,44028,49432,0
21543,Midlothian,MD,39.656421,-78.960649,140,1.361,102.86554,44028,49432,0
21545,Mount Savage,MD,39.704066,-78.854521,1940,14.377,134.9377478,50077,53011,0
21550,Oakland,MD,39.389381,-79.390745,14194,203.394,69.78573606,41856,53332,2
21555,Oldtown,MD,39.575204,-78.562497,1936,105.959,18.27121811,9573,13279,0
21557,Rawlings,MD,39.536233,-78.92279,1895,26.936,70.35194535,39664,52569,0
21561,Swanton,MD,39.491571,-79.194401,2627,92.682,28.34423081,47288,62894,0
21562,Westernport,MD,39.513963,-79.040514,3141,28.977,108.3963143,36944,47193,1
21601,Easton,MD,38.79365,-76.081602,23597,109.402,215.6907552,62057,81749,2
21607,Barclay,MD,39.132714,-75.854207,583,18.301,31.85618272,65353,67897,0
21610,Betterton,MD,39.367115,-76.072497,378,1.769,213.6800452,50760,77859,0
21612,Bozman,MD,38.751513,-76.275426,492,5.755,85.4908775,58452,103240,0
21613,Cambridge,MD,38.502789,-76.078875,17330,155.433,111.494985,40843,56389,2
21617,Centreville,MD,39.049357,-76.044545,9907,109.347,90.60147969,83610,98392,1
21619,Chester,MD,38.943493,-76.266164,5848,9.357,624.986641,71071,89754,1
21620,Chestertown,MD,39.200177,-76.097912,12853,116.821,110.0230267,52123,71864,1
21622,Church Creek,MD,38.414465,-76.159253,558,54.293,10.27756801,61317,83432,0
21623,Church Hill,MD,39.124035,-75.966748,2111,37.518,56.2663255,76363,81988,0
21624,Claiborne,MD,38.844673,-76.269891,143,1.105,129.4117647,49538,70320,0
21625,Cordova,MD,38.873205,-75.996027,2719,41.708,65.1913302,#N/A,#N/A,0
21626,Crapo,MD,38.341359,-76.098361,120,29.062,4.129103296,44679,57256,0
21627,Crocheron,MD,38.233029,-76.046342,18,1.403,12.82965075,44679,57256,0
21628,Crumpton,MD,39.233174,-75.92205,556,1.056,526.5151515,62054,70963,0
21629,Denton,MD,38.858672,-75.825079,9555,82.878,115.2899443,68403,74183,2
21631,East New Market,MD,38.582391,-75.938981,2731,26.079,104.720273,61507,72963,0
21632,Federalsburg,MD,38.731398,-75.772428,6353,74.099,85.73664962,41049,47586,0
21634,Fishing Creek,MD,38.292164,-76.199153,305,4.711,64.74209297,70663,98137,0
21635,Galena,MD,39.334791,-75.846625,2098,30.752,68.22320499,57130,73514,0
21636,Goldsboro,MD,39.025292,-75.802806,1186,22.088,53.69431365,35968,37952,0
21638,Grasonville,MD,38.940201,-76.207604,4934,9.837,501.5756836,82921,99875,0
21639,Greensboro,MD,38.958728,-75.782496,4408,32.828,134.2756184,60189,63606,0
21640,Henderson,MD,39.068141,-75.820948,1632,27.649,59.02564288,11191,12232,0
21641,Hillsboro,MD,38.917919,-75.940213,117,0.088,1329.545455,72950,86915,0
21643,Hurlock,MD,38.645582,-75.869896,5979,47.639,125.5064128,50270,57687,1
21644,Ingleside,MD,39.112428,-75.873521,111,4.301,25.80795164,65353,67897,0
21645,Kennedyville,MD,39.315819,-75.956165,1039,38.085,27.28108179,50859,77791,0
21647,Mcdaniel,MD,38.812385,-76.283079,289,3.301,87.54922751,49538,70320,0
21648,Madison,MD,38.485356,-76.23933,255,17.619,14.47301209,70663,98137,0
21649,Marydel,MD,39.132893,-75.770684,1858,17.034,109.0759657,11679,12133,0
21650,Massey,MD,39.314376,-75.817023,238,11.072,21.49566474,57130,73514,0
21651,Millington,MD,39.256085,-75.851523,2898,38.937,74.42792203,59244,72428,0
21652,Neavitt,MD,38.703188,-76.274135,183,0.599,305.509182,58452,103240,0
21653,Newcomb,MD,38.750464,-76.179733,114,0.174,655.1724138,82991,148687,0
21654,Oxford,MD,38.688756,-76.127833,1236,10.97,112.6709207,62112,90112,0
21655,Preston,MD,38.744968,-75.912768,5009,53.007,94.49695323,58120,63024,1
21657,Queen Anne,MD,38.968814,-75.98614,777,24.892,31.21484814,70212,83654,1
21658,Queenstown,MD,38.945549,-76.14324,3862,39.236,98.43001325,100344,116152,2
21659,Rhodesdale,MD,38.589881,-75.767427,1551,47.966,32.33540424,3178,3684,0
21660,Ridgely,MD,38.95575,-75.890107,4063,33.085,122.8048965,60506,68853,1
21661,Rock Hall,MD,39.096121,-76.219488,2653,32.417,81.83977543,45005,59453,0
21662,Royal Oak,MD,38.710588,-76.208346,555,7.987,69.48791787,82991,148687,0
21663,Saint Michaels,MD,38.788286,-76.228656,3308,12.224,270.6151832,60142,106139,1
21664,Secretary,MD,38.607081,-75.944694,539,0.433,1244.803695,61507,72963,0
21665,Sherwood,MD,38.7518,-76.332597,287,4.084,70.27424094,49538,70320,0
21666,Stevensville,MD,38.940139,-76.33579,12309,22.126,556.3138389,88680,107608,1
21667,Still Pond,MD,39.350621,-76.042108,310,5.885,52.67629567,50760,77859,0
21668,Sudlersville,MD,39.191191,-75.853,1904,49.656,38.34380538,65829,69477,0
21669,Taylors Island,MD,38.460081,-76.285161,229,12.405,18.46029827,70663,98137,0
21671,Tilghman,MD,38.695574,-76.335128,756,2.113,357.7851396,49538,70320,0
21672,Toddville,MD,38.271699,-76.052704,241,9.64,25,44679,57256,0
21673,Trappe,MD,38.642285,-76.043492,3136,51.673,60.68933486,62625,90911,0
21675,Wingate,MD,38.288979,-76.0896,105,3.256,32.24815725,44679,57256,0
21676,Wittman,MD,38.773206,-76.353189,398,6.281,63.3657061,49538,70320,0
21677,Woolford,MD,38.472182,-76.173844,440,9.335,47.13444028,70663,98137,0
21678,Worton,MD,39.313279,-76.1123,2301,37.568,61.24893526,50760,77859,0
21679,Wye Mills,MD,38.920478,-76.094115,483,8.948,53.97854269,#N/A,#N/A,0
21701,Frederick,MD,39.443557,-77.332934,35293,38.933,906.5060489,74184,89352,8
21702,Frederick,MD,39.479136,-77.442989,38847,40.399,961.5832075,75960,87020,2
21703,Frederick,MD,39.367031,-77.473482,32854,33.257,987.8822504,76040,84313,3
21704,Frederick,MD,39.354881,-77.3759,13321,26.166,509.0957731,100248,116411,2
21705,Frederick,MD,39.40886,-77.410008,8,0.024,333.3333333,53510,65465,0
21710,Adamstown,MD,39.307996,-77.432009,4515,25.556,176.6708405,88522,102030,0
21711,Big Pool,MD,39.668396,-78.019569,1029,23.855,43.13561098,65833,71769,0
21713,Boonsboro,MD,39.529683,-77.675671,9502,42.238,224.9633032,72266,88250,1
21714,Braddock Heights,MD,39.419295,-77.504419,99,0.029,3413.793103,101364,100015,0
21716,Brunswick,MD,39.314453,-77.620019,4885,3.226,1514.259144,61945,72186,1
21717,Buckeystown,MD,39.338668,-77.43704,54,0.365,147.9452055,81458,95188,0
21718,Burkittsville,MD,39.393497,-77.627788,151,0.454,332.5991189,86756,104311,0
21719,Cascade,MD,39.707956,-77.494228,1548,3.361,460.5772092,59683,63488,0
21722,Clear Spring,MD,39.66205,-77.919911,5545,59.35,93.42881213,61896,69498,0
21723,Cooksville,MD,39.329107,-77.002611,803,3.05,263.2786885,140830,164022,1
21727,Emmitsburg,MD,39.68862,-77.329249,5850,31.995,182.8410689,55176,68212,1
21733,Fairplay,MD,39.549303,-77.758487,1163,6.044,192.4222369,70836,79120,0
21734,Funkstown,MD,39.607817,-77.707835,771,0.226,3411.504425,#N/A,#N/A,0
21737,Glenelg,MD,39.24826,-77.027125,1458,5.089,286.5002948,173005,198227,1
21738,Glenwood,MD,39.279844,-77.026706,3268,7.272,449.3949395,144524,168201,0
21740,Hagerstown,MD,39.631901,-77.743885,61859,69.843,885.6864682,36207,46997,8
